candidate,twitter_handle,twitter_handle2,state,district,office_type,race_type,race_primary_election_date,primary_status,primary_runoff_status,general_status,primary_pctg,won_primary,rep_party_support,trump_endorsed,bannon_endorsed,great_america_endorsed,nra_endorsed,right_to_life_endorsed,susan_b_anthony_endorsed,club_for_growth_endorsed,koch_support,house_freedom_support,tea_party_endorsed,main_street_endorsed,chamber_endorsed,no_labels_support,count_negative,count_neutral,count_positive,sentiment,has_twitter,num_endorsements
Tracy Lovvorn,Tracy4Congress,,MA,U.S. House Massachusetts District 2,Representative,Regular,9/4/18,Advanced,None,On the Ballot,60.8,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,False,0
John Hugo,HugoCongress,,MA,U.S. House Massachusetts District 5,Representative,Regular,9/4/18,Advanced,None,On the Ballot,63.7,Yes,,,,,,Yes,,,,,,,,,0.0,0.0,0.0,,False,1
Louis Kuchnir,,,MA,U.S. House Massachusetts District 5,Representative,Regular,9/4/18,Lost,None,None,36.3,No,,,,,,No,,,,,,,,,,,,,True,0
Geoff Diehl,RepGeoffDiehl,DiehlForSenate,MA,U.S. Senate Massachusetts,Senator,Regular,9/4/18,Advanced,None,On the Ballot,55.3,Yes,,,,,Yes,,,,,,,,,,0.0,0.0,0.0,,False,1
John Kingston,johnkingstonma,,MA,U.S. Senate Massachusetts,Senator,Regular,9/4/18,Lost,None,None,26.7,No,,,,,No,,,,,,,,,,0.0,0.0,0.0,,False,0
Beth Lindstrom,BethLindstrom,,MA,U.S. Senate Massachusetts,Senator,Regular,9/4/18,Lost,None,None,17.9,No,,,,,No,,,,,,,,,,0.0,0.0,0.0,,False,0
Jim Hines,hines4michigan,,MI,Governor of Michigan,Governor,Regular,8/7/18,Lost,None,None,11.0,No,,No,,,,Yes,No,,,,,,No,,0.0,0.0,0.0,,False,1
Brian Calley,briancalley,,MI,Governor of Michigan,Governor,Regular,8/7/18,Lost,None,None,25.2,No,,No,,,,Yes,No,,,,,,No,,0.0,0.0,0.0,,False,1
Patrick Colbeck,pjcolbeck,,MI,Governor of Michigan,Governor,Regular,8/7/18,Lost,None,None,13.1,No,,No,,,,Yes,No,,,,,,No,,0.0,0.0,0.0,,False,1
"William Duncan ""Bill"" Schuette",SchuetteOnDuty,,MI,Governor of Michigan,Governor,Regular,8/7/18,Advanced,None,On the Ballot,50.7,Yes,,Yes,,,,Yes,No,,,,,,Yes,,0.0,0.0,0.0,,False,3
Kerry Bentivolio,RepKerryB,KerryB4Congress,MI,U.S. House Michigan District 11,Representative,Regular,8/7/18,Lost,None,None,11.3,No,,,,,,Yes,No,,No,,,,,,0.0,0.0,0.0,,False,1
Klint Kesto,KlintKesto,,MI,U.S. House Michigan District 11,Representative,Regular,8/7/18,Lost,None,None,14.0,No,Yes,,,,,Yes,No,,No,,,,,,0.0,0.0,0.0,,False,2
Mike Kowall,MikeKowall,,MI,U.S. House Michigan District 11,Representative,Regular,8/7/18,Lost,None,None,18.6,No,Yes,,,,,Yes,No,,No,,,,,,0.0,0.0,0.0,,False,2
Rocky Raczkowski,rockyraczkowski,,MI,U.S. House Michigan District 11,Representative,Regular,8/7/18,Lost,None,None,25.4,No,Yes,,,,,Yes,No,,No,,,,,,0.0,0.0,0.0,,False,2
Lena Epstein,LenaEpstein,,MI,U.S. House Michigan District 11,Representative,Regular,8/7/18,Advanced,None,On the Ballot,30.7,Yes,Yes,,,,,Yes,Yes,,Yes,,,,,,0.0,0.0,0.0,,False,4
Candius Stearns,CandiusStearns,,MI,U.S. House Michigan District 9,Representative,Regular,8/7/18,Advanced,None,On the Ballot,100.0,Yes,Yes,,,,,Yes,Yes,,No,,,,,,0.0,0.0,0.0,,False,3
John James,JohnJamesMI,,MI,U.S. Senate Michigan,Senator,Regular,8/7/18,Advanced,None,On the Ballot,54.7,Yes,,Yes,,,,Yes,Yes,,,,,,Yes,,99.0,194.0,1309.0,3.5106117353308366,False,4
Sandy Pensler,SandyPensler,,MI,U.S. Senate Michigan,Senator,Regular,8/7/18,Lost,None,None,45.3,No,,No,,,,No,No,,,,,,No,,42.0,36.0,135.0,2.8732394366197185,False,0
Jeff Johnson,MNJeffJohnson,,MN,Governor of Minnesota,Governor,Regular,8/14/18,Advanced,None,On the Ballot,52.6,Yes,,,,,,,,,,,,,No,,183.0,262.0,579.0,2.7734375,False,0
Tim Pawlenty,TimPawlenty,,MN,Governor of Minnesota,Governor,Regular,8/14/18,Lost,None,None,43.9,No,,,,,,,,,,,,,Yes,,21.0,6.0,54.0,2.814814814814815,False,1
Matt Kruse,,,MN,Governor of Minnesota,Governor,Regular,8/14/18,Lost,None,None,3.5,No,,,,,,,,,,,,,No,,,,,,True,0
Jim Hagedorn,JimHagedornMN,RepHagedorn,MN,U.S. House Minnesota District 1,Representative,Regular,8/14/18,Advanced,None,On the Ballot,60.2,Yes,Yes,,,,,,No,,,,,,,,19.0,28.0,300.0,3.619596541786744,False,1
Carla Nelson,CarlaNelsonMN,,MN,U.S. House Minnesota District 1,Representative,Regular,8/14/18,Lost,None,None,32.1,No,Yes,,,,,,Yes,,,,,,,,23.0,37.0,154.0,3.2242990654205608,False,2
Andrew Candler,,,MN,U.S. House Minnesota District 1,Representative,Regular,8/14/18,Lost,None,None,2.6,No,No,,,,,,No,,,,,,,,,,,,True,0
Steve Williams,,,MN,U.S. House Minnesota District 1,Representative,Regular,8/14/18,Lost,None,None,5.1,No,No,,,,,,No,,,,,,,,,,,,True,0
Jennifer Zielinski,jen4congress,,MN,U.S. House Minnesota District 5,Representative,Regular,8/14/18,Advanced,None,On the Ballot,56.5,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,False,0
Christopher Chamberlin,realChamberlin,Chamberlin4MN,MN,U.S. House Minnesota District 5,Representative,Regular,8/14/18,Lost,None,None,32.5,No,,,,,,,,,,,,,,,84.0,87.0,262.0,2.8221709006928406,False,0
Bob Carney Jr.,,,MN,U.S. House Minnesota District 5,Representative,Regular,8/14/18,Lost,None,None,11.0,No,,,,,,,,,,,,,,,,,,,True,0
Dave Hughes,DHughesCongress,,MN,U.S. House Minnesota District 7,Representative,Regular,8/14/18,Advanced,None,On the Ballot,72.6,Yes,,,,,,,,,,,,,,,49.0,73.0,453.0,3.405217391304348,False,0
Matt Prosch,MattProsch4MN,,MN,U.S. House Minnesota District 7,Representative,Regular,8/14/18,Lost,None,None,27.4,No,,,,,,,,,,,,,,,2.0,2.0,11.0,3.2,False,0
Pete Stauber,PeteStauber,RepPeteStauber,MN,U.S. House Minnesota District 8,Representative,Regular,8/14/18,Advanced,None,On the Ballot,89.7,Yes,Yes,Yes,,,,,,,Yes,,,,,,65.0,68.0,559.0,3.4277456647398843,False,3
Harry Welty,,,MN,U.S. House Minnesota District 8,Representative,Regular,8/14/18,Lost,None,None,10.3,No,No,No,,,,,,,No,,,,,,,,,,True,0
Jim Newberger,NewbergerJim,,MN,U.S. Senate Minnesota,Senator,Regular,8/14/18,Advanced,None,On the Ballot,69.5,Yes,,,,,,No,No,,,,,,,,31.0,25.0,140.0,3.1122448979591835,False,0
Karin Housley,KarinHousley,,MN,U.S. Senate Minnesota,Senator,Special,8/14/18,Advanced,None,On the Ballot,62.0,Yes,,,,,,Yes,Yes,,,,,,,,154.0,151.0,1209.0,3.3936591809775427,False,2
Merrill Anderson,,,MN,U.S. Senate Minnesota,Senator,Regular,8/14/18,Lost,None,None,15.7,No,,,,,,No,No,,,,,,,,,,,,True,0
Bob Anderson,paxilbob,,MN,U.S. Senate Minnesota,Senator,Special,8/14/18,Lost,None,None,35.6,No,,,,,,No,No,,,,,,,,168.0,161.0,490.0,2.7863247863247858,False,0
Roque De La Fuente,JoinRocky,,MN,U.S. Senate Minnesota,Senator,Regular,8/14/18,Lost,None,None,5.9,No,,,,,,No,No,,,,,,,,0.0,0.0,0.0,,False,0
Rae Hart Anderson,RaeHartAnderso1,,MN,U.S. Senate Minnesota,Senator,Regular,8/14/18,Lost,None,None,5.9,No,,,,,,No,No,,,,,,,,32.0,37.0,117.0,2.9139784946236564,False,0
Nikolay Nikolayevich Bey,,,MN,U.S. Senate Minnesota,Senator,Special,8/14/18,Lost,None,None,2.5,No,,,,,,No,No,,,,,,,,,,,,True,0
Camille Lombardi-Olive,,,MO,U.S. House Missouri District 1,Representative,Regular,8/7/18,Lost,None,None,32.6,No,,,,,,,,,,,,,,,,,,,True,0
Edward Van Deventer Jr.,Edforthepeople,,MO,U.S. House Missouri District 1,Representative,Regular,8/7/18,Lost,None,None,32.9,No,,,,,,,,,,,,,,,3.0,4.0,7.0,2.571428571428572,False,0
Robert Vroman,vroman_robert,,MO,U.S. House Missouri District 1,Representative,Regular,8/7/18,Advanced,None,On the Ballot,34.5,Yes,,,,,,,,,,,,,,,0.0,0.0,2.0,4.0,False,0
Kress Cambers,KressFCambers,,MO,U.S. House Missouri District 5,Representative,Regular,8/7/18,Lost,None,None,17.6,No,,,,,,No,,,,,,,,,46.0,56.0,160.0,2.870229007633588,False,0
Richonda Oaks,,,MO,U.S. House Missouri District 5,Representative,Regular,8/7/18,Lost,None,None,7.3,No,,,,,,No,,,,,,,,,,,,,True,0
Jacob Turk,JacobTurk,,MO,U.S. House Missouri District 5,Representative,Regular,8/7/18,Advanced,None,On the Ballot,75.1,Yes,,,,,,Yes,,,,,,,,,13.0,15.0,52.0,2.975,False,1
Austin Petersen,AP4Liberty,,MO,U.S. Senate Missouri,Senator,Regular,8/7/18,Lost,None,None,8.3,No,,No,No,No,,No,,No,No,,,,,,1249.0,1555.0,3397.0,2.692791485244316,False,0
Josh Hawley,HawleyMO,,MO,U.S. Senate Missouri,Senator,Regular,8/7/18,Advanced,None,On the Ballot,58.6,Yes,,Yes,Yes,Yes,,Yes,,Yes,Yes,,,,,,142.0,179.0,552.0,2.939289805269187,False,6
Tony Monetti,TonyMonetti,Monetti4Senate,MO,U.S. Senate Missouri,Senator,Regular,8/7/18,Lost,None,None,9.8,No,,No,No,No,,No,,No,No,,,,,,0.0,0.0,2.0,4.0,False,0
Courtland Sykes,Courtland_Sykes,SykesforSenate,MO,U.S. Senate Missouri,Senator,Regular,8/7/18,Lost,None,None,2.1,No,,No,No,No,,No,,No,No,,,,,,0.0,0.0,1.0,4.0,False,0
Brian Hagg,,,MO,U.S. Senate Missouri,Senator,Regular,8/7/18,Lost,None,None,1.0,No,,No,No,No,,No,,No,No,,,,,,,,,,True,0
Ken Patterson,,,MO,U.S. Senate Missouri,Senator,Regular,8/7/18,Lost,None,None,2.9,No,,No,No,No,,No,,No,No,,,,,,,,,,True,0
Peter Pfeifer,PeterPfeifer18,,MO,U.S. Senate Missouri,Senator,Regular,8/7/18,Lost,None,None,2.5,No,,No,No,No,,No,,No,No,,,,,,8.0,27.0,82.0,3.2649572649572653,False,0
Christina Smith,Smithussenate,,MO,U.S. Senate Missouri,Senator,Regular,8/7/18,Lost,None,None,5.3,No,,No,No,No,,No,,No,No,,,,,,4.0,8.0,57.0,3.536231884057971,False,0
Bradley Krembs,,,MO,U.S. Senate Missouri,Senator,Regular,8/7/18,Lost,None,None,0.7,No,,No,No,No,,No,,No,No,,,,,,,,,,True,0
Kristi Nichols,Kristi414US,,MO,U.S. Senate Missouri,Senator,Regular,8/7/18,Lost,None,None,7.5,No,,No,No,No,,No,,No,No,,,,,,3.0,3.0,25.0,3.419354838709677,False,0
Fred Ryman,,,MO,U.S. Senate Missouri,Senator,Regular,8/7/18,Lost,None,None,1.3,No,,No,No,No,,No,,No,No,,,,,,,,,,True,0
Whit Hughes,,,MS,U.S. House Mississippi District 3,Representative,Regular,6/5/18,Advanced,Lost,None,22.24,No,,,,,,,,,,,Yes,,,,,,,,True,1
Michael Guest,GuestCongress,,MS,U.S. House Mississippi District 3,Representative,Regular,6/5/18,Advanced,Advanced,On the Ballot,44.84,Yes,,,,,,,,,,,No,,,,26.0,47.0,368.0,3.5510204081632653,False,0
Sally Doty,SallyDoty,DotyforCongress,MS,U.S. House Mississippi District 3,Representative,Regular,6/5/18,Lost,None,None,10.16,No,,,,,,,,,,,No,,,,18.0,10.0,108.0,3.3235294117647056,False,0
Perry Parker,perryparker23,,MS,U.S. House Mississippi District 3,Representative,Regular,6/5/18,Lost,None,None,16.24,No,,,,,,,,,,,No,,,,12.0,17.0,61.0,3.088888888888889,False,0
Morgan Dunn,morgandunn_ms,DunnCongress,MS,U.S. House Mississippi District 3,Representative,Regular,6/5/18,Lost,None,None,5.87,No,,,,,,,,,,,No,,,,1.0,3.0,38.0,3.761904761904762,False,0
Katherine Tate,,,MS,U.S. House Mississippi District 3,Representative,Regular,6/5/18,Lost,None,None,0.64,No,,,,,,,,,,,No,,,,,,,,True,0
Matt Rosendale,MattForMontana,,MT,U.S. Senate Montana,Senator,Regular,6/5/18,Advanced,None,On the Ballot,33.82,Yes,,,Yes,Yes,,,,Yes,,,Yes,,,,88.0,156.0,596.0,3.2095238095238097,False,4
Albert Olszewski,OlszewskiAl,alformontana,MT,U.S. Senate Montana,Senator,Regular,6/5/18,Lost,None,None,18.7,No,,,No,No,,,,No,,,No,,,,0.0,0.0,0.0,,False,0
Russell C. Fagg,russforussenate,,MT,U.S. Senate Montana,Senator,Regular,6/5/18,Lost,None,None,28.34,No,,,No,No,,,,No,,,No,,,,15.0,41.0,127.0,3.2240437158469946,False,0
Troy Downing,TroyDowningMT,,MT,U.S. Senate Montana,Senator,Regular,6/5/18,Lost,None,None,19.12,No,,,No,No,,,,No,,,No,,,,41.0,58.0,276.0,3.2533333333333334,False,0
Paul Wright,,,NC,U.S. House North Carolina District 12,Representative,Regular,5/8/18,Advanced,None,On the Ballot,43.21,Yes,,,,,,,,,,,,,,,,,,,True,0
Paul Bonham,,,NC,U.S. House North Carolina District 12,Representative,Regular,5/8/18,Lost,None,None,31.51,No,,,,,,,,,,,,,,,,,,,True,0
Carl Persson,cp4usc,,NC,U.S. House North Carolina District 12,Representative,Regular,5/8/18,Lost,None,None,25.29,No,,,,,,,,,,,,,,,8.0,7.0,18.0,2.606060606060606,False,0
Kelly Armstrong,Armstrong_ND,,ND,U.S. House North Dakota At-large District,Representative,Regular,6/12/18,Advanced,None,On the Ballot,56.22,Yes,,,,,,,,,,,,,,,2.0,5.0,162.0,3.8934911242603554,False,0
Kelly Armstrong,RepArmstrongND,,ND,U.S. House North Dakota At-large District,Representative,Regular,6/12/18,Advanced,None,On the Ballot,56.22,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,False,0
Tom Campbell,tomfornd,,ND,U.S. House North Dakota At-large District,Representative,Regular,6/12/18,Lost,None,None,26.87,No,,,,,,,,,,,,,,,10.0,29.0,153.0,3.489583333333333,False,0
Tiffany Abentroth,abentrothfornd,,ND,U.S. House North Dakota At-large District,Representative,Regular,6/12/18,Lost,None,None,8.91,No,,,,,,,,,,,,,,,17.0,12.0,125.0,3.4025974025974026,False,0
Paul Schaffner,,,ND,U.S. House North Dakota At-large District,Representative,Regular,6/12/18,Lost,None,None,7.89,No,,,,,,,,,,,,,,,,,,,True,0
Kevin Cramer,kevincramer,,ND,U.S. Senate North Dakota,Senator,Regular,6/12/18,Advanced,None,On the Ballot,87.73,Yes,,Yes,,,,Yes,,,,,,,,,41.0,29.0,233.0,3.267326732673267,False,2
Thomas O'Neill,,,ND,U.S. Senate North Dakota,Senator,Regular,6/12/18,Lost,None,None,12.13,No,,No,,,,No,,,,,,,,,,,,,True,0
Andy Martin,AndyMartinUSA,,NH,U.S. House New Hampshire District 1,Representative,Regular,9/11/18,Lost,None,None,4.2,No,No,,,,No,,,,,,,,,,23.0,16.0,13.0,1.6153846153846154,False,0
Andy Sanborn,SenatorSanborn,,NH,U.S. House New Hampshire District 1,Representative,Regular,9/11/18,Lost,None,None,41.6,No,Yes,,,,Yes,,,,,,,,,,37.0,57.0,376.0,3.4425531914893615,False,2
Eddie Edwards,EddieEdwardsNH,,NH,U.S. House New Hampshire District 1,Representative,Regular,9/11/18,Advanced,None,On the Ballot,48.0,Yes,Yes,,,,No,,,,,,,,,,41.0,44.0,465.0,3.541818181818182,False,1
Bruce Crochetiere,BruceforNH,,NH,U.S. House New Hampshire District 1,Representative,Regular,9/11/18,Lost,None,None,1.6,No,No,,,,No,,,,,,,,,,0.0,2.0,83.0,3.952941176470589,False,0
Michael Callis,,,NH,U.S. House New Hampshire District 1,Representative,Regular,9/11/18,Lost,None,None,2.6,No,No,,,,No,,,,,,,,,,,,,,True,0
Lynne Blankenbeker,BlankenbekerNH,,NH,U.S. House New Hampshire District 2,Representative,Regular,9/11/18,Lost,None,None,22.9,No,No,,,,,,Yes,,,,,,,,11.0,9.0,90.0,3.4363636363636365,False,1
Steve Negron,Negron4Congress,,NH,U.S. House New Hampshire District 2,Representative,Regular,9/11/18,Advanced,None,On the Ballot,26.0,Yes,Yes,,,,,,No,,,,,,,,20.0,23.0,217.0,3.5153846153846158,False,1
Stewart Levenson,Dr_Levenson_NH,,NH,U.S. House New Hampshire District 2,Representative,Regular,9/11/18,Lost,None,None,25.3,No,Yes,,,,,,No,,,,,,,,36.0,22.0,253.0,3.395498392282958,False,1
Brian Belanger,belanger4nh,,NH,U.S. House New Hampshire District 2,Representative,Regular,9/11/18,Lost,None,None,5.6,No,No,,,,,,No,,,,,,,,0.0,2.0,3.0,3.2,False,0
Bob Burns,BurnsForNH,,NH,U.S. House New Hampshire District 2,Representative,Regular,9/11/18,Lost,None,None,15.9,No,No,,,,,,No,,,,,,,,7.0,7.0,37.0,3.1764705882352944,False,0
Gerard Beloin,GerardBeloin,,NH,U.S. House New Hampshire District 2,Representative,Regular,9/11/18,Lost,None,None,1.5,No,No,,,,,,No,,,,,,,,7.0,8.0,19.0,2.7058823529411766,False,0
Jay Mercer,,,NH,U.S. House New Hampshire District 2,Representative,Regular,9/11/18,Lost,None,None,2.9,No,No,,,,,,No,,,,,,,,,,,,True,0
Jay Webber,JayWebberNJ,,NJ,U.S. House New Jersey District 11,Representative,Regular,6/5/18,Advanced,None,On the Ballot,40.04,Yes,Yes,,,,,,Yes,,,,,,,,80.0,84.0,416.0,3.1586206896551725,False,2
Martin Hewitt,VoteHewitt2018,,NJ,U.S. House New Jersey District 11,Representative,Regular,6/5/18,Lost,None,None,3.48,No,No,,,,,No,No,,,,,,,,42.0,48.0,150.0,2.9,False,0
Antony Ghee,antonyghee,,NJ,U.S. House New Jersey District 11,Representative,Regular,6/5/18,Lost,None,None,21.93,No,Yes,,,,,No,No,,,,,,,,0.0,3.0,5.0,3.25,False,1
Patrick Allocco,psallocco,,NJ,U.S. House New Jersey District 11,Representative,Regular,6/5/18,Lost,None,None,4.1,No,No,,,,,No,No,,,,,,,,4.0,4.0,25.0,3.272727272727273,False,0
Peter de Neufville,,,NJ,U.S. House New Jersey District 11,Representative,Regular,6/5/18,Lost,None,None,30.45,No,Yes,,,,,No,No,,,,,,,,,,,,True,1
Seth Grossman,Grossman4NJ,,NJ,U.S. House New Jersey District 2,Representative,Regular,6/5/18,Advanced,None,On the Ballot,39.05,Yes,,,,,,No,,,,,,,,,164.0,140.0,155.0,1.96078431372549,False,0
Samuel Fiocchi,,,NJ,U.S. House New Jersey District 2,Representative,Regular,6/5/18,Lost,None,None,23.35,No,,,,,,No,,,,,,,,,,,,,True,0
Hirsh Singh,HirshSingh,,NJ,U.S. House New Jersey District 2,Representative,Regular,6/5/18,Lost,None,None,30.52,No,,,,,,No,,,,,,,,,4.0,3.0,12.0,2.8421052631578947,False,0
Robert Turkavage,,,NJ,U.S. House New Jersey District 2,Representative,Regular,6/5/18,Lost,None,None,7.09,No,,,,,,No,,,,,,,,,,,,,True,0
John McCann,realJohnMcCann,,NJ,U.S. House New Jersey District 5,Representative,Regular,6/5/18,Advanced,None,On the Ballot,53.05,Yes,Yes,,,,,No,,,,,No,,,,3.0,1.0,12.0,3.125,False,1
Steve Lonegan,Lonegan,,NJ,U.S. House New Jersey District 5,Representative,Regular,6/5/18,Lost,None,None,46.95,No,Yes,,,,,Yes,,,,,Yes,,,,32.0,37.0,148.0,3.069124423963133,False,3
Bob Hugin,BobHugin,,NJ,U.S. Senate New Jersey,Senator,Regular,6/5/18,Advanced,None,On the Ballot,75.13,Yes,,,,,,,,,,,,,,,269.0,204.0,477.0,2.437894736842105,False,0
Brian Goldberg,Brian4NJ,,NJ,U.S. Senate New Jersey,Senator,Regular,6/5/18,Lost,None,None,24.87,No,,,,,,,,,,,,,,,36.0,61.0,244.0,3.219941348973607,False,0
Steve Pearce,Pearce4NM,,NM,Governor of New Mexico,Governor,Regular,6/5/18,Advanced,None,On the Ballot,100.0,Yes,,,,,,,,,,,,,,,102.0,64.0,652.0,3.3447432762836184,False,0
Janice Arnold-Jones,LadySunshineNM,,NM,U.S. House New Mexico District 1,Representative,Regular,6/5/18,Advanced,None,On the Ballot,100.0,Yes,,,,,,,,,,,,,,,14.0,30.0,134.0,3.348314606741573,False,0
Yvette Herrell,Yvette4congress,,NM,U.S. House New Mexico District 2,Representative,Regular,6/5/18,Advanced,None,On the Ballot,49.0,Yes,Yes,,,,Yes,,Yes,,,Yes,,,,,16.0,20.0,108.0,3.2777777777777777,False,4
Monty Newman,MontyNewmanNM,,NM,U.S. House New Mexico District 2,Representative,Regular,6/5/18,Lost,None,None,32.03,No,Yes,,,,No,,No,,,No,,,,,0.0,0.0,8.0,4.0,False,1
Gavin Clarkson,DrGavinClarkson,,NM,U.S. House New Mexico District 2,Representative,Regular,6/5/18,Lost,None,None,12.42,No,,,,,No,,No,,,No,,,,,86.0,59.0,57.0,1.7128712871287128,False,0
Clayburn Griffin,Clayburn,,NM,U.S. House New Mexico District 2,Representative,Regular,6/5/18,Lost,None,None,6.55,No,,,,,No,,No,,,No,,,,,327.0,375.0,783.0,2.614141414141414,False,0
Adam Laxalt,AdamLaxalt,,NV,Governor of Nevada,Governor,Regular,6/12/18,Advanced,None,On the Ballot,71.49,Yes,,Yes,,,Yes,,,,Yes,,,,,,68.0,77.0,865.0,3.5782178217821783,False,3
Dan Schwartz,AdamLaxalt,,NV,Governor of Nevada,Governor,Regular,6/12/18,Lost,None,None,9.09,No,,No,,,No,,,,No,,,,,,68.0,77.0,865.0,3.5782178217821783,False,0
Frederick Conquest,conquest4nevada,,NV,Governor of Nevada,Governor,Regular,6/12/18,Lost,None,None,0.54,No,,No,,,No,,,,No,,,,,,0.0,0.0,4.0,4.0,False,0
Stephanie Carlisle,Carlisle4Nevada,,NV,Governor of Nevada,Governor,Regular,6/12/18,Lost,None,None,4.5,No,,No,,,No,,,,No,,,,,,1.0,3.0,29.0,3.696969696969697,False,0
Jared Fisher,fisherfornevada,,NV,Governor of Nevada,Governor,Regular,6/12/18,Lost,None,None,4.71,No,,No,,,No,,,,No,,,,,,19.0,30.0,407.0,3.701754385964912,False,0
Bill Boyd,boydfornevada,,NV,Governor of Nevada,Governor,Regular,6/12/18,Lost,None,None,4.24,No,,No,,,No,,,,No,,,,,,31.0,27.0,55.0,2.4247787610619467,False,0
Edward Dundas,,,NV,Governor of Nevada,Governor,Regular,6/12/18,Lost,None,None,0.41,No,,No,,,No,,,,No,,,,,,,,,,True,0
Stan Lusak,,,NV,Governor of Nevada,Governor,Regular,6/12/18,Lost,None,None,0.71,No,,No,,,No,,,,No,,,,,,,,,,True,0
Joyce Bentley,JoyceBentleyCD1,,NV,U.S. House Nevada District 1,Representative,Regular,6/12/18,Advanced,None,On the Ballot,55.18,Yes,,,,,,,,,,,,,,,7.0,13.0,19.0,2.6153846153846154,False,0
Freddy Horne,,,NV,U.S. House Nevada District 1,Representative,Regular,6/12/18,Lost,None,None,44.82,No,,,,,,,,,,,,,,,,,,,True,0
Danny Tarkanian,DannyTarkanian,,NV,U.S. House Nevada District 3,Representative,Regular,6/12/18,Advanced,None,On the Ballot,44.13,Yes,,Yes,Yes,,No,Yes,,,,,,,,,209.0,160.0,514.0,2.6908267270668187,False,3
Annette Teijeiro,AnnetteTeijeiro,,NV,U.S. House Nevada District 3,Representative,Regular,6/12/18,Lost,None,None,3.54,No,,,No,,No,No,,,,,,,,,558.0,493.0,1109.0,2.5101851851851853,False,0
Eddie Hamilton,ethamilton123,,NV,U.S. House Nevada District 3,Representative,Regular,6/12/18,Lost,None,None,1.04,No,,,No,,No,No,,,,,,,,,0.0,0.0,0.0,,False,0
Scott Hammond,hammond4nevada,,NV,U.S. House Nevada District 3,Representative,Regular,6/12/18,Lost,None,None,16.79,No,,,No,,Yes,No,,,,,,,,,15.0,13.0,144.0,3.5,False,1
Patrick Carter,,,NV,U.S. House Nevada District 3,Representative,Regular,6/12/18,Lost,None,None,2.72,No,,,No,,No,No,,,,,,,,,,,,,True,0
David McKeon,McKeonForNevada,,NV,U.S. House Nevada District 3,Representative,Regular,6/12/18,Lost,None,None,4.91,No,,,No,,No,No,,,,,,,,,2.0,2.0,34.0,3.684210526315789,False,0
Michelle Mortensen,Tell_Michelle_,,NV,U.S. House Nevada District 3,Representative,Regular,6/12/18,Lost,None,None,24.56,No,,,No,,No,No,,,,,,,,,304.0,369.0,2240.0,3.3292138688637145,False,0
Stephanie Jones,Steph4Nevada,,NV,U.S. House Nevada District 3,Representative,Regular,6/12/18,Lost,None,None,1.3,No,,,No,,No,No,,,,,,,,,41.0,32.0,58.0,2.2595419847328246,False,0
Thomas Mark La Croix,ThomasCroix,,NV,U.S. House Nevada District 3,Representative,Regular,6/12/18,Lost,None,None,1.0,No,,,No,,No,No,,,,,,,,,12.0,6.0,11.0,1.9310344827586208,False,0
Cresent Hardy,RepHardy,,NV,U.S. House Nevada District 4,Representative,Regular,6/12/18,Advanced,None,On the Ballot,47.41,Yes,Yes,,,,,,,,Yes,,,Yes,,,0.0,0.0,0.0,,False,3
Jeff Miller,JMillerCongress,,NV,U.S. House Nevada District 4,Representative,Regular,6/12/18,Lost,None,None,7.96,No,No,,,,,,,,No,,,No,,,336.0,276.0,461.0,2.2329916123019573,False,0
Kenneth Wegner,Wegner4Congress,,NV,U.S. House Nevada District 4,Representative,Regular,6/12/18,Lost,None,None,11.27,No,No,,,,,,,,No,,,No,,,15.0,10.0,42.0,2.8059701492537314,False,0
Mike Monroe,,,NV,U.S. House Nevada District 4,Representative,Regular,6/12/18,Lost,None,None,3.02,No,No,,,,,,,,No,,,No,,,,,,,True,0
Bill Townsend,TownsendForNV,,NV,U.S. House Nevada District 4,Representative,Regular,6/12/18,Lost,None,None,11.37,No,No,,,,,,,,No,,,No,,,538.0,389.0,626.0,2.1133290405666454,False,0
David Gibbs,,,NV,U.S. House Nevada District 4,Representative,Regular,6/12/18,Lost,None,None,18.96,No,No,,,,,,,,No,,,No,,,,,,,True,0
James Maxwell,drjimmaxwell,,NY,U.S. House New York District 25,Representative,Regular,6/26/18,Advanced,None,On the Ballot,100.0,Yes,Yes,,,,,,,,,,,,,,128.0,67.0,440.0,2.982677165354331,False,1
Richard Michael DeWine,MikeDeWine,,OH,Governor of Ohio,Governor,Regular,5/8/18,Advanced,None,On the Ballot,59.84,Yes,,,,,,Yes,,,,,,,,,49.0,44.0,431.0,3.4580152671755724,False,1
Mary Taylor,MaryTaylorOH,,OH,Governor of Ohio,Governor,Regular,5/8/18,Lost,None,None,40.16,No,,,,,,No,,,,,,,,,191.0,154.0,366.0,2.492264416315049,False,0
Beverly Goldstein,BevGoldstein,,OH,U.S. House Ohio District 11,Representative,Regular,5/8/18,Advanced,None,On the Ballot,52.55,Yes,,,,,,,,,,,,,,,90.0,75.0,244.0,2.7530562347188265,False,0
Gregory Dunham,,,OH,U.S. House Ohio District 11,Representative,Regular,5/8/18,Lost,None,None,47.45,No,,,,,,,,,,,,,,,,,,,True,0
